,region,sales_person,account
2854,Midwest,Cliff Meints,Paccar
2855,Midwest,Cliff Meints,Paccar
2856,Midwest,Cliff Meints,Paccar
2857,Midwest,Cliff Meints,Paccar
2858,Midwest,Cliff Meints,Paccar
2859,Midwest,Cliff Meints,Paccar
2860,Midwest,Cliff Meints,Paccar
2861,Midwest,Cliff Meints,Paccar
2862,Midwest,Cliff Meints,Paccar
2863,Midwest,Cliff Meints,Paccar
2864,Midwest,Cliff Meints,Paccar
2865,Midwest,Cliff Meints,Paccar
2866,Midwest,Cliff Meints,Paccar
2867,Midwest,Cliff Meints,Paccar
2853,Midwest,Cliff Meints,Paccar
2869,Midwest,Cliff Meints,Paccar
2885,Midwest,Cliff Meints,Paccar
2871,Midwest,Cliff Meints,Paccar
2886,Midwest,Cliff Meints,Paccar
2887,Midwest,Cliff Meints,Paccar
2888,Midwest,Cliff Meints,Paccar
2889,Midwest,Cliff Meints,Paccar
2890,Midwest,Cliff Meints,Paccar
2891,Midwest,Cliff Meints,Paccar
2892,Midwest,Cliff Meints,Paccar
2893,Midwest,Cliff Meints,Paccar
2894,Midwest,Cliff Meints,Paccar
2883,Midwest,Cliff Meints,Paccar
2870,Midwest,Cliff Meints,Paccar
2882,Midwest,Cliff Meints,Paccar
2849,Midwest,Cliff Meints,Paccar
2880,Midwest,Cliff Meints,Paccar
2872,Midwest,Cliff Meints,Paccar
2873,Midwest,Cliff Meints,Paccar
2874,Midwest,Cliff Meints,Paccar
2875,Midwest,Cliff Meints,Paccar
2876,Midwest,Cliff Meints,Paccar
2877,Midwest,Cliff Meints,Paccar
2878,Midwest,Cliff Meints,Paccar
2879,Midwest,Cliff Meints,Paccar
2881,Midwest,Cliff Meints,Paccar
3100,Midwest,Kathleen Lalonde,Penske Automotive Group
3101,Midwest,Kathleen Lalonde,Penske Automotive Group
3103,Midwest,Kathleen Lalonde,Penske Automotive Group
3105,Midwest,Kathleen Lalonde,Penske Automotive Group
3102,Midwest,Kathleen Lalonde,Penske Automotive Group
3104,Midwest,Kathleen Lalonde,Penske Automotive Group
2922,Midwest,Delilah Krum,Plains GP Holdings
2919,Midwest,Delilah Krum,Plains GP Holdings
2920,Midwest,Delilah Krum,Plains GP Holdings
2921,Midwest,Delilah Krum,Plains GP Holdings
2918,Midwest,Delilah Krum,Plains GP Holdings
2392,Midwest,Sherlene Wetherington,Progressive
2418,Midwest,Sherlene Wetherington,Progressive
2417,Midwest,Sherlene Wetherington,Progressive
2416,Midwest,Sherlene Wetherington,Progressive
2415,Midwest,Sherlene Wetherington,Progressive
2409,Midwest,Sherlene Wetherington,Progressive
2408,Midwest,Sherlene Wetherington,Progressive
2407,Midwest,Sherlene Wetherington,Progressive
2406,Midwest,Sherlene Wetherington,Progressive
2405,Midwest,Sherlene Wetherington,Progressive
2414,Midwest,Sherlene Wetherington,Progressive
2413,Midwest,Sherlene Wetherington,Progressive
2388,Midwest,Sherlene Wetherington,Progressive
2389,Midwest,Sherlene Wetherington,Progressive
2391,Midwest,Sherlene Wetherington,Progressive
2404,Midwest,Sherlene Wetherington,Progressive
2411,Midwest,Sherlene Wetherington,Progressive
2412,Midwest,Sherlene Wetherington,Progressive
2403,Midwest,Sherlene Wetherington,Progressive
2402,Midwest,Sherlene Wetherington,Progressive
2401,Midwest,Sherlene Wetherington,Progressive
2400,Midwest,Sherlene Wetherington,Progressive
2399,Midwest,Sherlene Wetherington,Progressive
2398,Midwest,Sherlene Wetherington,Progressive
2397,Midwest,Sherlene Wetherington,Progressive
2390,Midwest,Sherlene Wetherington,Progressive
2395,Midwest,Sherlene Wetherington,Progressive
2394,Midwest,Sherlene Wetherington,Progressive
2393,Midwest,Sherlene Wetherington,Progressive
2410,Midwest,Sherlene Wetherington,Progressive
2396,Midwest,Sherlene Wetherington,Progressive
2546,Midwest,Charles Bidwell,Qualcomm
2558,Midwest,Charles Bidwell,Qualcomm
2557,Midwest,Charles Bidwell,Qualcomm
2545,Midwest,Charles Bidwell,Qualcomm
2559,Midwest,Charles Bidwell,Qualcomm
2560,Midwest,Charles Bidwell,Qualcomm
2561,Midwest,Charles Bidwell,Qualcomm
2562,Midwest,Charles Bidwell,Qualcomm
2563,Midwest,Charles Bidwell,Qualcomm
2564,Midwest,Charles Bidwell,Qualcomm
2565,Midwest,Charles Bidwell,Qualcomm
2566,Midwest,Charles Bidwell,Qualcomm
2544,Midwest,Charles Bidwell,Qualcomm
2555,Midwest,Charles Bidwell,Qualcomm
2554,Midwest,Charles Bidwell,Qualcomm
2553,Midwest,Charles Bidwell,Qualcomm
2552,Midwest,Charles Bidwell,Qualcomm
2543,Midwest,Charles Bidwell,Qualcomm
2551,Midwest,Charles Bidwell,Qualcomm
2550,Midwest,Charles Bidwell,Qualcomm
2549,Midwest,Charles Bidwell,Qualcomm
2548,Midwest,Charles Bidwell,Qualcomm
2547,Midwest,Charles Bidwell,Qualcomm
2556,Midwest,Charles Bidwell,Qualcomm
2799,Midwest,Cliff Meints,Raytheon
2796,Midwest,Cliff Meints,Raytheon
2798,Midwest,Cliff Meints,Raytheon
2797,Midwest,Cliff Meints,Raytheon
2795,Midwest,Cliff Meints,Raytheon
2789,Midwest,Cliff Meints,Raytheon
2793,Midwest,Cliff Meints,Raytheon
2792,Midwest,Cliff Meints,Raytheon
2791,Midwest,Cliff Meints,Raytheon
2778,Midwest,Cliff Meints,Raytheon
2779,Midwest,Cliff Meints,Raytheon
2780,Midwest,Cliff Meints,Raytheon
2781,Midwest,Cliff Meints,Raytheon
2782,Midwest,Cliff Meints,Raytheon
2783,Midwest,Cliff Meints,Raytheon
2784,Midwest,Cliff Meints,Raytheon
2785,Midwest,Cliff Meints,Raytheon
2786,Midwest,Cliff Meints,Raytheon
2787,Midwest,Cliff Meints,Raytheon
2788,Midwest,Cliff Meints,Raytheon
2794,Midwest,Cliff Meints,Raytheon
2790,Midwest,Cliff Meints,Raytheon
2356,Midwest,Sherlene Wetherington,Rite Aid
2357,Midwest,Sherlene Wetherington,Rite Aid
2358,Midwest,Sherlene Wetherington,Rite Aid
2771,Midwest,Cliff Meints,Sears Holdings
2764,Midwest,Cliff Meints,Sears Holdings
2765,Midwest,Cliff Meints,Sears Holdings
2766,Midwest,Cliff Meints,Sears Holdings
2767,Midwest,Cliff Meints,Sears Holdings
2768,Midwest,Cliff Meints,Sears Holdings
2770,Midwest,Cliff Meints,Sears Holdings
2772,Midwest,Cliff Meints,Sears Holdings
2773,Midwest,Cliff Meints,Sears Holdings
2774,Midwest,Cliff Meints,Sears Holdings
2775,Midwest,Cliff Meints,Sears Holdings
2776,Midwest,Cliff Meints,Sears Holdings
2777,Midwest,Cliff Meints,Sears Holdings
2763,Midwest,Cliff Meints,Sears Holdings
2762,Midwest,Cliff Meints,Sears Holdings
2769,Midwest,Cliff Meints,Sears Holdings
2760,Midwest,Cliff Meints,Sears Holdings
2761,Midwest,Cliff Meints,Sears Holdings
2748,Midwest,Cliff Meints,Sears Holdings
2749,Midwest,Cliff Meints,Sears Holdings
2750,Midwest,Cliff Meints,Sears Holdings
2751,Midwest,Cliff Meints,Sears Holdings
2753,Midwest,Cliff Meints,Sears Holdings
2752,Midwest,Cliff Meints,Sears Holdings
2755,Midwest,Cliff Meints,Sears Holdings
2756,Midwest,Cliff Meints,Sears Holdings
2757,Midwest,Cliff Meints,Sears Holdings
2758,Midwest,Cliff Meints,Sears Holdings
2759,Midwest,Cliff Meints,Sears Holdings
2754,Midwest,Cliff Meints,Sears Holdings
3011,Midwest,Delilah Krum,Southwest Airlines
3012,Midwest,Delilah Krum,Southwest Airlines
3007,Midwest,Delilah Krum,Southwest Airlines
3010,Midwest,Delilah Krum,Southwest Airlines
3009,Midwest,Delilah Krum,Southwest Airlines
3008,Midwest,Delilah Krum,Southwest Airlines
3006,Midwest,Delilah Krum,Southwest Airlines
2999,Midwest,Delilah Krum,Southwest Airlines
3004,Midwest,Delilah Krum,Southwest Airlines
3003,Midwest,Delilah Krum,Southwest Airlines
3002,Midwest,Delilah Krum,Southwest Airlines
3001,Midwest,Delilah Krum,Southwest Airlines
3000,Midwest,Delilah Krum,Southwest Airlines
3049,Midwest,Delilah Krum,Southwest Airlines
3013,Midwest,Delilah Krum,Southwest Airlines
3005,Midwest,Delilah Krum,Southwest Airlines
3014,Midwest,Delilah Krum,Southwest Airlines
3048,Midwest,Delilah Krum,Southwest Airlines
3016,Midwest,Delilah Krum,Southwest Airlines
3041,Midwest,Delilah Krum,Southwest Airlines
3040,Midwest,Delilah Krum,Southwest Airlines
3039,Midwest,Delilah Krum,Southwest Airlines
3038,Midwest,Delilah Krum,Southwest Airlines
3037,Midwest,Delilah Krum,Southwest Airlines
3036,Midwest,Delilah Krum,Southwest Airlines
3035,Midwest,Delilah Krum,Southwest Airlines
3023,Midwest,Delilah Krum,Southwest Airlines
3024,Midwest,Delilah Krum,Southwest Airlines
3025,Midwest,Delilah Krum,Southwest Airlines
3026,Midwest,Delilah Krum,Southwest Airlines
3027,Midwest,Delilah Krum,Southwest Airlines
3028,Midwest,Delilah Krum,Southwest Airlines
3029,Midwest,Delilah Krum,Southwest Airlines
3030,Midwest,Delilah Krum,Southwest Airlines
3031,Midwest,Delilah Krum,Southwest Airlines
3032,Midwest,Delilah Krum,Southwest Airlines
3042,Midwest,Delilah Krum,Southwest Airlines
3033,Midwest,Delilah Krum,Southwest Airlines
3043,Midwest,Delilah Krum,Southwest Airlines
3045,Midwest,Delilah Krum,Southwest Airlines
3017,Midwest,Delilah Krum,Southwest Airlines
3047,Midwest,Delilah Krum,Southwest Airlines
3046,Midwest,Delilah Krum,Southwest Airlines
3044,Midwest,Delilah Krum,Southwest Airlines
3018,Midwest,Delilah Krum,Southwest Airlines
3034,Midwest,Delilah Krum,Southwest Airlines
3020,Midwest,Delilah Krum,Southwest Airlines
3021,Midwest,Delilah Krum,Southwest Airlines
3022,Midwest,Delilah Krum,Southwest Airlines
3015,Midwest,Delilah Krum,Southwest Airlines
3019,Midwest,Delilah Krum,Southwest Airlines
2451,Midwest,Chau Rowles,Staples
2449,Midwest,Chau Rowles,Staples
2448,Midwest,Chau Rowles,Staples
2447,Midwest,Chau Rowles,Staples
2446,Midwest,Chau Rowles,Staples
2445,Midwest,Chau Rowles,Staples
2450,Midwest,Chau Rowles,Staples
2696,Midwest,Charles Bidwell,Starbucks
2695,Midwest,Charles Bidwell,Starbucks
2425,Midwest,Chau Rowles,Tech Data
2427,Midwest,Chau Rowles,Tech Data
2424,Midwest,Chau Rowles,Tech Data
2423,Midwest,Chau Rowles,Tech Data
2422,Midwest,Chau Rowles,Tech Data
2421,Midwest,Chau Rowles,Tech Data
2420,Midwest,Chau Rowles,Tech Data
2419,Midwest,Chau Rowles,Tech Data
2426,Midwest,Chau Rowles,Tech Data
2687,Midwest,Charles Bidwell,Tenet Healthcare
2689,Midwest,Charles Bidwell,Tenet Healthcare
2690,Midwest,Charles Bidwell,Tenet Healthcare
2691,Midwest,Charles Bidwell,Tenet Healthcare
2692,Midwest,Charles Bidwell,Tenet Healthcare
2693,Midwest,Charles Bidwell,Tenet Healthcare
2694,Midwest,Charles Bidwell,Tenet Healthcare
2688,Midwest,Charles Bidwell,Tenet Healthcare
2366,Midwest,Sherlene Wetherington,Time Warner Cable
2367,Midwest,Sherlene Wetherington,Time Warner Cable
2364,Midwest,Sherlene Wetherington,Time Warner Cable
2363,Midwest,Sherlene Wetherington,Time Warner Cable
2362,Midwest,Sherlene Wetherington,Time Warner Cable
2361,Midwest,Sherlene Wetherington,Time Warner Cable
2360,Midwest,Sherlene Wetherington,Time Warner Cable
2359,Midwest,Sherlene Wetherington,Time Warner Cable
2365,Midwest,Sherlene Wetherington,Time Warner Cable
2368,Midwest,Sherlene Wetherington,Time Warner Cable
2369,Midwest,Sherlene Wetherington,Time Warner Cable
2370,Midwest,Sherlene Wetherington,Time Warner Cable
2387,Midwest,Sherlene Wetherington,U.S. Bancorp
2385,Midwest,Sherlene Wetherington,U.S. Bancorp
2384,Midwest,Sherlene Wetherington,U.S. Bancorp
2386,Midwest,Sherlene Wetherington,U.S. Bancorp
2382,Midwest,Sherlene Wetherington,U.S. Bancorp
2383,Midwest,Sherlene Wetherington,U.S. Bancorp
3099,Midwest,Kathleen Lalonde,US Foods Holding
3093,Midwest,Kathleen Lalonde,US Foods Holding
3094,Midwest,Kathleen Lalonde,US Foods Holding
3095,Midwest,Kathleen Lalonde,US Foods Holding
3096,Midwest,Kathleen Lalonde,US Foods Holding
3097,Midwest,Kathleen Lalonde,US Foods Holding
3098,Midwest,Kathleen Lalonde,US Foods Holding
3125,Midwest,Julie Starr,USAA
3124,Midwest,Julie Starr,USAA
3123,Midwest,Julie Starr,USAA
3119,Midwest,Julie Starr,USAA
3121,Midwest,Julie Starr,USAA
3120,Midwest,Julie Starr,USAA
3126,Midwest,Julie Starr,USAA
3127,Midwest,Julie Starr,USAA
3122,Midwest,Julie Starr,USAA
2801,Midwest,Cliff Meints,Union Pacific
2804,Midwest,Cliff Meints,Union Pacific
2800,Midwest,Cliff Meints,Union Pacific
2802,Midwest,Cliff Meints,Union Pacific
2803,Midwest,Cliff Meints,Union Pacific
2805,Midwest,Cliff Meints,Union Pacific
2806,Midwest,Cliff Meints,Union Pacific
2807,Midwest,Cliff Meints,Union Pacific
2808,Midwest,Cliff Meints,Union Pacific
2809,Midwest,Cliff Meints,Union Pacific
2673,Midwest,Charles Bidwell,Whirlpool
2672,Midwest,Charles Bidwell,Whirlpool
2685,Midwest,Charles Bidwell,Whirlpool
2686,Midwest,Charles Bidwell,Whirlpool
2683,Midwest,Charles Bidwell,Whirlpool
2682,Midwest,Charles Bidwell,Whirlpool
2681,Midwest,Charles Bidwell,Whirlpool
2680,Midwest,Charles Bidwell,Whirlpool
2679,Midwest,Charles Bidwell,Whirlpool
2678,Midwest,Charles Bidwell,Whirlpool
2677,Midwest,Charles Bidwell,Whirlpool
2676,Midwest,Charles Bidwell,Whirlpool
2675,Midwest,Charles Bidwell,Whirlpool
2684,Midwest,Charles Bidwell,Whirlpool
2674,Midwest,Charles Bidwell,Whirlpool
2898,Midwest,Cliff Meints,Xerox
2897,Midwest,Cliff Meints,Xerox
2896,Midwest,Cliff Meints,Xerox
2895,Midwest,Cliff Meints,Xerox
