,region,sales_person,account
6227,West,Maryanna Fiorentino,Core-Mark Holding
6237,West,Maryanna Fiorentino,Core-Mark Holding
6236,West,Maryanna Fiorentino,Core-Mark Holding
6263,West,Maryanna Fiorentino,Core-Mark Holding
6262,West,Maryanna Fiorentino,Core-Mark Holding
6261,West,Maryanna Fiorentino,Core-Mark Holding
6260,West,Maryanna Fiorentino,Core-Mark Holding
6258,West,Maryanna Fiorentino,Core-Mark Holding
6265,West,Maryanna Fiorentino,Core-Mark Holding
6274,West,Maryanna Fiorentino,Core-Mark Holding
6267,West,Maryanna Fiorentino,Core-Mark Holding
6266,West,Maryanna Fiorentino,Core-Mark Holding
6278,West,Maryanna Fiorentino,Core-Mark Holding
6268,West,Maryanna Fiorentino,Core-Mark Holding
6269,West,Maryanna Fiorentino,Core-Mark Holding
6270,West,Maryanna Fiorentino,Core-Mark Holding
6271,West,Maryanna Fiorentino,Core-Mark Holding
6272,West,Maryanna Fiorentino,Core-Mark Holding
6273,West,Maryanna Fiorentino,Core-Mark Holding
6277,West,Maryanna Fiorentino,Core-Mark Holding
6276,West,Maryanna Fiorentino,Core-Mark Holding
6275,West,Maryanna Fiorentino,Core-Mark Holding
5552,West,Marquetta Laycock,Corning
5555,West,Marquetta Laycock,Corning
5556,West,Marquetta Laycock,Corning
5553,West,Marquetta Laycock,Corning
5554,West,Marquetta Laycock,Corning
1481,Northeast,Tia Amato,Costco
1482,Northeast,Tia Amato,Costco
1480,Northeast,Tia Amato,Costco
1479,Northeast,Tia Amato,Costco
1478,Northeast,Tia Amato,Costco
1477,Northeast,Tia Amato,Costco
5691,West,Hilma Busick,Crown Holdings
5696,West,Hilma Busick,Crown Holdings
5695,West,Hilma Busick,Crown Holdings
5694,West,Hilma Busick,Crown Holdings
5697,West,Hilma Busick,Crown Holdings
5698,West,Hilma Busick,Crown Holdings
5692,West,Hilma Busick,Crown Holdings
5690,West,Hilma Busick,Crown Holdings
5693,West,Hilma Busick,Crown Holdings
5688,West,Hilma Busick,Crown Holdings
5687,West,Hilma Busick,Crown Holdings
5686,West,Hilma Busick,Crown Holdings
5685,West,Hilma Busick,Crown Holdings
5689,West,Hilma Busick,Crown Holdings
3050,Midwest,Delilah Krum,Cummins
3051,Midwest,Delilah Krum,Cummins
3052,Midwest,Delilah Krum,Cummins
3053,Midwest,Delilah Krum,Cummins
3054,Midwest,Delilah Krum,Cummins
3055,Midwest,Delilah Krum,Cummins
3057,Midwest,Delilah Krum,Cummins
3058,Midwest,Delilah Krum,Cummins
3059,Midwest,Delilah Krum,Cummins
3056,Midwest,Delilah Krum,Cummins
6803,West,Dawna Agnew,D.R. Horton
6804,West,Dawna Agnew,D.R. Horton
6805,West,Dawna Agnew,D.R. Horton
6806,West,Dawna Agnew,D.R. Horton
6802,West,Dawna Agnew,D.R. Horton
6801,West,Dawna Agnew,D.R. Horton
6798,West,Dawna Agnew,D.R. Horton
6799,West,Dawna Agnew,D.R. Horton
6818,West,Dawna Agnew,D.R. Horton
6817,West,Dawna Agnew,D.R. Horton
6809,West,Dawna Agnew,D.R. Horton
6816,West,Dawna Agnew,D.R. Horton
6815,West,Dawna Agnew,D.R. Horton
6814,West,Dawna Agnew,D.R. Horton
6808,West,Dawna Agnew,D.R. Horton
6810,West,Dawna Agnew,D.R. Horton
6813,West,Dawna Agnew,D.R. Horton
6812,West,Dawna Agnew,D.R. Horton
6819,West,Dawna Agnew,D.R. Horton
6811,West,Dawna Agnew,D.R. Horton
6795,West,Dawna Agnew,D.R. Horton
6796,West,Dawna Agnew,D.R. Horton
6797,West,Dawna Agnew,D.R. Horton
6800,West,Dawna Agnew,D.R. Horton
6807,West,Dawna Agnew,D.R. Horton
3881,Southeast,Dorotha Seawell,DISH Network
3860,Southeast,Dorotha Seawell,DISH Network
3906,Southeast,Dorotha Seawell,DISH Network
3905,Southeast,Dorotha Seawell,DISH Network
3904,Southeast,Dorotha Seawell,DISH Network
3879,Southeast,Dorotha Seawell,DISH Network
3903,Southeast,Dorotha Seawell,DISH Network
3902,Southeast,Dorotha Seawell,DISH Network
3901,Southeast,Dorotha Seawell,DISH Network
3900,Southeast,Dorotha Seawell,DISH Network
3899,Southeast,Dorotha Seawell,DISH Network
3898,Southeast,Dorotha Seawell,DISH Network
3897,Southeast,Dorotha Seawell,DISH Network
3896,Southeast,Dorotha Seawell,DISH Network
3859,Southeast,Dorotha Seawell,DISH Network
3895,Southeast,Dorotha Seawell,DISH Network
3893,Southeast,Dorotha Seawell,DISH Network
3892,Southeast,Dorotha Seawell,DISH Network
3891,Southeast,Dorotha Seawell,DISH Network
3890,Southeast,Dorotha Seawell,DISH Network
3889,Southeast,Dorotha Seawell,DISH Network
3888,Southeast,Dorotha Seawell,DISH Network
3887,Southeast,Dorotha Seawell,DISH Network
3886,Southeast,Dorotha Seawell,DISH Network
3885,Southeast,Dorotha Seawell,DISH Network
3884,Southeast,Dorotha Seawell,DISH Network
3883,Southeast,Dorotha Seawell,DISH Network
3882,Southeast,Dorotha Seawell,DISH Network
3894,Southeast,Dorotha Seawell,DISH Network
3908,Southeast,Dorotha Seawell,DISH Network
3907,Southeast,Dorotha Seawell,DISH Network
3910,Southeast,Dorotha Seawell,DISH Network
3861,Southeast,Dorotha Seawell,DISH Network
3862,Southeast,Dorotha Seawell,DISH Network
3863,Southeast,Dorotha Seawell,DISH Network
3880,Southeast,Dorotha Seawell,DISH Network
3864,Southeast,Dorotha Seawell,DISH Network
3865,Southeast,Dorotha Seawell,DISH Network
3866,Southeast,Dorotha Seawell,DISH Network
3867,Southeast,Dorotha Seawell,DISH Network
3868,Southeast,Dorotha Seawell,DISH Network
3869,Southeast,Dorotha Seawell,DISH Network
3870,Southeast,Dorotha Seawell,DISH Network
3871,Southeast,Dorotha Seawell,DISH Network
3872,Southeast,Dorotha Seawell,DISH Network
3873,Southeast,Dorotha Seawell,DISH Network
3874,Southeast,Dorotha Seawell,DISH Network
3875,Southeast,Dorotha Seawell,DISH Network
3876,Southeast,Dorotha Seawell,DISH Network
3877,Southeast,Dorotha Seawell,DISH Network
3878,Southeast,Dorotha Seawell,DISH Network
3918,Southeast,Dorotha Seawell,DISH Network
3917,Southeast,Dorotha Seawell,DISH Network
3916,Southeast,Dorotha Seawell,DISH Network
3915,Southeast,Dorotha Seawell,DISH Network
3911,Southeast,Dorotha Seawell,DISH Network
3909,Southeast,Dorotha Seawell,DISH Network
3912,Southeast,Dorotha Seawell,DISH Network
3913,Southeast,Dorotha Seawell,DISH Network
3914,Southeast,Dorotha Seawell,DISH Network
5646,West,Hilma Busick,DTE Energy
5645,West,Hilma Busick,DTE Energy
5647,West,Hilma Busick,DTE Energy
5644,West,Hilma Busick,DTE Energy
5648,West,Hilma Busick,DTE Energy
4688,Southeast,Calvin Ollison,DaVita HealthCare Partners
4689,Southeast,Calvin Ollison,DaVita HealthCare Partners
4690,Southeast,Calvin Ollison,DaVita HealthCare Partners
4673,Southeast,Calvin Ollison,DaVita HealthCare Partners
4674,Southeast,Calvin Ollison,DaVita HealthCare Partners
4675,Southeast,Calvin Ollison,DaVita HealthCare Partners
4676,Southeast,Calvin Ollison,DaVita HealthCare Partners
4678,Southeast,Calvin Ollison,DaVita HealthCare Partners
4679,Southeast,Calvin Ollison,DaVita HealthCare Partners
4680,Southeast,Calvin Ollison,DaVita HealthCare Partners
4677,Southeast,Calvin Ollison,DaVita HealthCare Partners
4682,Southeast,Calvin Ollison,DaVita HealthCare Partners
4683,Southeast,Calvin Ollison,DaVita HealthCare Partners
4684,Southeast,Calvin Ollison,DaVita HealthCare Partners
4685,Southeast,Calvin Ollison,DaVita HealthCare Partners
4686,Southeast,Calvin Ollison,DaVita HealthCare Partners
4687,Southeast,Calvin Ollison,DaVita HealthCare Partners
4681,Southeast,Calvin Ollison,DaVita HealthCare Partners
2522,Midwest,Carletta Kosinski,Danaher
2521,Midwest,Carletta Kosinski,Danaher
5492,West,Brandie Riva,Dean Foods
5493,West,Brandie Riva,Dean Foods
5495,West,Brandie Riva,Dean Foods
5496,West,Brandie Riva,Dean Foods
5491,West,Brandie Riva,Dean Foods
5494,West,Brandie Riva,Dean Foods
5490,West,Brandie Riva,Dean Foods
694,Northeast,Elba Felder,Deere
191,Northeast,Eugena Esser,Delta Air Lines
3711,Southeast,Moon Torian,Devon Energy
3710,Southeast,Moon Torian,Devon Energy
5540,West,Marquetta Laycock,Discover Financial Services
5539,West,Marquetta Laycock,Discover Financial Services
5542,West,Marquetta Laycock,Discover Financial Services
5543,West,Marquetta Laycock,Discover Financial Services
5544,West,Marquetta Laycock,Discover Financial Services
5545,West,Marquetta Laycock,Discover Financial Services
5536,West,Marquetta Laycock,Discover Financial Services
5538,West,Marquetta Laycock,Discover Financial Services
5537,West,Marquetta Laycock,Discover Financial Services
5541,West,Marquetta Laycock,Discover Financial Services
5535,West,Marquetta Laycock,Discover Financial Services
5531,West,Marquetta Laycock,Discover Financial Services
5533,West,Marquetta Laycock,Discover Financial Services
5532,West,Marquetta Laycock,Discover Financial Services
5530,West,Marquetta Laycock,Discover Financial Services
5534,West,Marquetta Laycock,Discover Financial Services
1194,Northeast,Ernestine Pickron,Disney
1211,Northeast,Ernestine Pickron,Disney
1193,Northeast,Ernestine Pickron,Disney
1192,Northeast,Ernestine Pickron,Disney
1191,Northeast,Ernestine Pickron,Disney
1190,Northeast,Ernestine Pickron,Disney
1188,Northeast,Ernestine Pickron,Disney
1187,Northeast,Ernestine Pickron,Disney
1186,Northeast,Ernestine Pickron,Disney
1185,Northeast,Ernestine Pickron,Disney
1184,Northeast,Ernestine Pickron,Disney
1183,Northeast,Ernestine Pickron,Disney
1182,Northeast,Ernestine Pickron,Disney
1189,Northeast,Ernestine Pickron,Disney
1195,Northeast,Ernestine Pickron,Disney
1197,Northeast,Ernestine Pickron,Disney
1198,Northeast,Ernestine Pickron,Disney
1199,Northeast,Ernestine Pickron,Disney
1200,Northeast,Ernestine Pickron,Disney
1201,Northeast,Ernestine Pickron,Disney
1202,Northeast,Ernestine Pickron,Disney
1210,Northeast,Ernestine Pickron,Disney
1209,Northeast,Ernestine Pickron,Disney
1208,Northeast,Ernestine Pickron,Disney
1207,Northeast,Ernestine Pickron,Disney
1206,Northeast,Ernestine Pickron,Disney
1205,Northeast,Ernestine Pickron,Disney
1204,Northeast,Ernestine Pickron,Disney
1203,Northeast,Ernestine Pickron,Disney
1181,Northeast,Ernestine Pickron,Disney
1196,Northeast,Ernestine Pickron,Disney
1180,Northeast,Ernestine Pickron,Disney
1164,Northeast,Ernestine Pickron,Disney
1178,Northeast,Ernestine Pickron,Disney
1179,Northeast,Ernestine Pickron,Disney
1155,Northeast,Ernestine Pickron,Disney
1156,Northeast,Ernestine Pickron,Disney
1157,Northeast,Ernestine Pickron,Disney
1158,Northeast,Ernestine Pickron,Disney
1159,Northeast,Ernestine Pickron,Disney
1161,Northeast,Ernestine Pickron,Disney
1162,Northeast,Ernestine Pickron,Disney
1163,Northeast,Ernestine Pickron,Disney
1165,Northeast,Ernestine Pickron,Disney
1166,Northeast,Ernestine Pickron,Disney
1160,Northeast,Ernestine Pickron,Disney
1168,Northeast,Ernestine Pickron,Disney
1167,Northeast,Ernestine Pickron,Disney
1176,Northeast,Ernestine Pickron,Disney
1175,Northeast,Ernestine Pickron,Disney
1174,Northeast,Ernestine Pickron,Disney
1173,Northeast,Ernestine Pickron,Disney
1177,Northeast,Ernestine Pickron,Disney
1171,Northeast,Ernestine Pickron,Disney
1170,Northeast,Ernestine Pickron,Disney
1169,Northeast,Ernestine Pickron,Disney
1172,Northeast,Ernestine Pickron,Disney
2541,Midwest,Carletta Kosinski,Dollar General
2532,Midwest,Carletta Kosinski,Dollar General
2533,Midwest,Carletta Kosinski,Dollar General
2534,Midwest,Carletta Kosinski,Dollar General
2535,Midwest,Carletta Kosinski,Dollar General
2536,Midwest,Carletta Kosinski,Dollar General
2537,Midwest,Carletta Kosinski,Dollar General
2538,Midwest,Carletta Kosinski,Dollar General
2539,Midwest,Carletta Kosinski,Dollar General
2540,Midwest,Carletta Kosinski,Dollar General
2542,Midwest,Carletta Kosinski,Dollar General
2530,Midwest,Carletta Kosinski,Dollar General
2523,Midwest,Carletta Kosinski,Dollar General
2524,Midwest,Carletta Kosinski,Dollar General
2525,Midwest,Carletta Kosinski,Dollar General
2526,Midwest,Carletta Kosinski,Dollar General
2527,Midwest,Carletta Kosinski,Dollar General
2528,Midwest,Carletta Kosinski,Dollar General
2529,Midwest,Carletta Kosinski,Dollar General
2531,Midwest,Carletta Kosinski,Dollar General
4669,Southeast,Calvin Ollison,Dollar Tree
4668,Southeast,Calvin Ollison,Dollar Tree
4667,Southeast,Calvin Ollison,Dollar Tree
4666,Southeast,Calvin Ollison,Dollar Tree
4754,Southeast,Calvin Ollison,Dominion Resources
4748,Southeast,Calvin Ollison,Dominion Resources
4760,Southeast,Calvin Ollison,Dominion Resources
4761,Southeast,Calvin Ollison,Dominion Resources
4762,Southeast,Calvin Ollison,Dominion Resources
4763,Southeast,Calvin Ollison,Dominion Resources
4764,Southeast,Calvin Ollison,Dominion Resources
4765,Southeast,Calvin Ollison,Dominion Resources
4766,Southeast,Calvin Ollison,Dominion Resources
4767,Southeast,Calvin Ollison,Dominion Resources
4757,Southeast,Calvin Ollison,Dominion Resources
4756,Southeast,Calvin Ollison,Dominion Resources
4755,Southeast,Calvin Ollison,Dominion Resources
4753,Southeast,Calvin Ollison,Dominion Resources
4752,Southeast,Calvin Ollison,Dominion Resources
4751,Southeast,Calvin Ollison,Dominion Resources
4750,Southeast,Calvin Ollison,Dominion Resources
4749,Southeast,Calvin Ollison,Dominion Resources
4759,Southeast,Calvin Ollison,Dominion Resources
4758,Southeast,Calvin Ollison,Dominion Resources
1384,Northeast,Julia Behrman,Dow Chemical
1385,Northeast,Julia Behrman,Dow Chemical
620,Northeast,Lavera Oles,DuPont
621,Northeast,Lavera Oles,DuPont
631,Northeast,Lavera Oles,DuPont
630,Northeast,Lavera Oles,DuPont
629,Northeast,Lavera Oles,DuPont
628,Northeast,Lavera Oles,DuPont
627,Northeast,Lavera Oles,DuPont
626,Northeast,Lavera Oles,DuPont
625,Northeast,Lavera Oles,DuPont
624,Northeast,Lavera Oles,DuPont
623,Northeast,Lavera Oles,DuPont
622,Northeast,Lavera Oles,DuPont
632,Northeast,Lavera Oles,DuPont
3168,Midwest,Cordell Rieder,Duke Energy
3167,Midwest,Cordell Rieder,Duke Energy
3166,Midwest,Cordell Rieder,Duke Energy
3154,Midwest,Cordell Rieder,Duke Energy
3155,Midwest,Cordell Rieder,Duke Energy
3160,Midwest,Cordell Rieder,Duke Energy
3157,Midwest,Cordell Rieder,Duke Energy
3158,Midwest,Cordell Rieder,Duke Energy
3159,Midwest,Cordell Rieder,Duke Energy
3169,Midwest,Cordell Rieder,Duke Energy
3161,Midwest,Cordell Rieder,Duke Energy
3162,Midwest,Cordell Rieder,Duke Energy
3156,Midwest,Cordell Rieder,Duke Energy
3170,Midwest,Cordell Rieder,Duke Energy
3175,Midwest,Cordell Rieder,Duke Energy
3172,Midwest,Cordell Rieder,Duke Energy
3173,Midwest,Cordell Rieder,Duke Energy
3174,Midwest,Cordell Rieder,Duke Energy
3176,Midwest,Cordell Rieder,Duke Energy
3177,Midwest,Cordell Rieder,Duke Energy
3178,Midwest,Cordell Rieder,Duke Energy
3179,Midwest,Cordell Rieder,Duke Energy
3180,Midwest,Cordell Rieder,Duke Energy
3181,Midwest,Cordell Rieder,Duke Energy
3182,Midwest,Cordell Rieder,Duke Energy
3183,Midwest,Cordell Rieder,Duke Energy
3184,Midwest,Cordell Rieder,Duke Energy
3164,Midwest,Cordell Rieder,Duke Energy
3171,Midwest,Cordell Rieder,Duke Energy
3163,Midwest,Cordell Rieder,Duke Energy
3165,Midwest,Cordell Rieder,Duke Energy
3092,Midwest,Kathleen Lalonde,EMC
3091,Midwest,Kathleen Lalonde,EMC
3087,Midwest,Kathleen Lalonde,EMC
3086,Midwest,Kathleen Lalonde,EMC
3085,Midwest,Kathleen Lalonde,EMC
3084,Midwest,Kathleen Lalonde,EMC
3088,Midwest,Kathleen Lalonde,EMC
3090,Midwest,Kathleen Lalonde,EMC
3089,Midwest,Kathleen Lalonde,EMC
5855,West,Arica Stoltzfus,EOG Resources
5873,West,Arica Stoltzfus,EOG Resources
5871,West,Arica Stoltzfus,EOG Resources
5870,West,Arica Stoltzfus,EOG Resources
5869,West,Arica Stoltzfus,EOG Resources
5868,West,Arica Stoltzfus,EOG Resources
5867,West,Arica Stoltzfus,EOG Resources
5866,West,Arica Stoltzfus,EOG Resources
5865,West,Arica Stoltzfus,EOG Resources
5864,West,Arica Stoltzfus,EOG Resources
5863,West,Arica Stoltzfus,EOG Resources
5862,West,Arica Stoltzfus,EOG Resources
5861,West,Arica Stoltzfus,EOG Resources
5860,West,Arica Stoltzfus,EOG Resources
5874,West,Arica Stoltzfus,EOG Resources
5851,West,Arica Stoltzfus,EOG Resources
5852,West,Arica Stoltzfus,EOG Resources
5853,West,Arica Stoltzfus,EOG Resources
5859,West,Arica Stoltzfus,EOG Resources
5857,West,Arica Stoltzfus,EOG Resources
5856,West,Arica Stoltzfus,EOG Resources
5854,West,Arica Stoltzfus,EOG Resources
5875,West,Arica Stoltzfus,EOG Resources
5872,West,Arica Stoltzfus,EOG Resources
5877,West,Arica Stoltzfus,EOG Resources
5902,West,Arica Stoltzfus,EOG Resources
5901,West,Arica Stoltzfus,EOG Resources
5900,West,Arica Stoltzfus,EOG Resources
5899,West,Arica Stoltzfus,EOG Resources
5898,West,Arica Stoltzfus,EOG Resources
5897,West,Arica Stoltzfus,EOG Resources
5896,West,Arica Stoltzfus,EOG Resources
5895,West,Arica Stoltzfus,EOG Resources
5894,West,Arica Stoltzfus,EOG Resources
5893,West,Arica Stoltzfus,EOG Resources
5892,West,Arica Stoltzfus,EOG Resources
5876,West,Arica Stoltzfus,EOG Resources
5891,West,Arica Stoltzfus,EOG Resources
5889,West,Arica Stoltzfus,EOG Resources
5888,West,Arica Stoltzfus,EOG Resources
5887,West,Arica Stoltzfus,EOG Resources
5886,West,Arica Stoltzfus,EOG Resources
5885,West,Arica Stoltzfus,EOG Resources
5884,West,Arica Stoltzfus,EOG Resources
5883,West,Arica Stoltzfus,EOG Resources
5882,West,Arica Stoltzfus,EOG Resources
5881,West,Arica Stoltzfus,EOG Resources
5880,West,Arica Stoltzfus,EOG Resources
5878,West,Arica Stoltzfus,EOG Resources
5890,West,Arica Stoltzfus,EOG Resources
5879,West,Arica Stoltzfus,EOG Resources
5858,West,Arica Stoltzfus,EOG Resources
5849,West,Arica Stoltzfus,EOG Resources
5850,West,Arica Stoltzfus,EOG Resources
5841,West,Arica Stoltzfus,EOG Resources
5843,West,Arica Stoltzfus,EOG Resources
5844,West,Arica Stoltzfus,EOG Resources
5842,West,Arica Stoltzfus,EOG Resources
5846,West,Arica Stoltzfus,EOG Resources
5847,West,Arica Stoltzfus,EOG Resources
5848,West,Arica Stoltzfus,EOG Resources
5845,West,Arica Stoltzfus,EOG Resources
6061,West,Elwood Shutt,Eastman Chemical
6059,West,Elwood Shutt,Eastman Chemical
6063,West,Elwood Shutt,Eastman Chemical
6062,West,Elwood Shutt,Eastman Chemical
6060,West,Elwood Shutt,Eastman Chemical
3662,Southeast,Moon Torian,Ecolab
3706,Southeast,Moon Torian,Ecolab
3705,Southeast,Moon Torian,Ecolab
3702,Southeast,Moon Torian,Ecolab
3703,Southeast,Moon Torian,Ecolab
3663,Southeast,Moon Torian,Ecolab
3701,Southeast,Moon Torian,Ecolab
3704,Southeast,Moon Torian,Ecolab
3664,Southeast,Moon Torian,Ecolab
3666,Southeast,Moon Torian,Ecolab
3707,Southeast,Moon Torian,Ecolab
3708,Southeast,Moon Torian,Ecolab
3700,Southeast,Moon Torian,Ecolab
3667,Southeast,Moon Torian,Ecolab
3668,Southeast,Moon Torian,Ecolab
3669,Southeast,Moon Torian,Ecolab
3670,Southeast,Moon Torian,Ecolab
3671,Southeast,Moon Torian,Ecolab
3672,Southeast,Moon Torian,Ecolab
3673,Southeast,Moon Torian,Ecolab
3674,Southeast,Moon Torian,Ecolab
3675,Southeast,Moon Torian,Ecolab
3676,Southeast,Moon Torian,Ecolab
3677,Southeast,Moon Torian,Ecolab
3665,Southeast,Moon Torian,Ecolab
3699,Southeast,Moon Torian,Ecolab
3695,Southeast,Moon Torian,Ecolab
3697,Southeast,Moon Torian,Ecolab
3678,Southeast,Moon Torian,Ecolab
3680,Southeast,Moon Torian,Ecolab
3681,Southeast,Moon Torian,Ecolab
3682,Southeast,Moon Torian,Ecolab
3657,Southeast,Moon Torian,Ecolab
3658,Southeast,Moon Torian,Ecolab
3659,Southeast,Moon Torian,Ecolab
3660,Southeast,Moon Torian,Ecolab
3698,Southeast,Moon Torian,Ecolab
3683,Southeast,Moon Torian,Ecolab
3684,Southeast,Moon Torian,Ecolab
3709,Southeast,Moon Torian,Ecolab
3661,Southeast,Moon Torian,Ecolab
3685,Southeast,Moon Torian,Ecolab
3696,Southeast,Moon Torian,Ecolab
3694,Southeast,Moon Torian,Ecolab
3692,Southeast,Moon Torian,Ecolab
3691,Southeast,Moon Torian,Ecolab
3690,Southeast,Moon Torian,Ecolab
3693,Southeast,Moon Torian,Ecolab
3688,Southeast,Moon Torian,Ecolab
3687,Southeast,Moon Torian,Ecolab
3686,Southeast,Moon Torian,Ecolab
3689,Southeast,Moon Torian,Ecolab
3679,Southeast,Moon Torian,Ecolab
3512,Southeast,Earlie Schleusner,Edison International
3513,Southeast,Earlie Schleusner,Edison International
3514,Southeast,Earlie Schleusner,Edison International
3515,Southeast,Earlie Schleusner,Edison International
3516,Southeast,Earlie Schleusner,Edison International
2848,Midwest,Cliff Meints,Eli Lilly
2847,Midwest,Cliff Meints,Eli Lilly
2636,Midwest,Charles Bidwell,Emerson Electric
2670,Midwest,Charles Bidwell,Emerson Electric
2653,Midwest,Charles Bidwell,Emerson Electric
2654,Midwest,Charles Bidwell,Emerson Electric
2655,Midwest,Charles Bidwell,Emerson Electric
2656,Midwest,Charles Bidwell,Emerson Electric
2657,Midwest,Charles Bidwell,Emerson Electric
2658,Midwest,Charles Bidwell,Emerson Electric
2652,Midwest,Charles Bidwell,Emerson Electric
2659,Midwest,Charles Bidwell,Emerson Electric
2661,Midwest,Charles Bidwell,Emerson Electric
2662,Midwest,Charles Bidwell,Emerson Electric
2663,Midwest,Charles Bidwell,Emerson Electric
2664,Midwest,Charles Bidwell,Emerson Electric
2665,Midwest,Charles Bidwell,Emerson Electric
2666,Midwest,Charles Bidwell,Emerson Electric
2660,Midwest,Charles Bidwell,Emerson Electric
2651,Midwest,Charles Bidwell,Emerson Electric
2650,Midwest,Charles Bidwell,Emerson Electric
2649,Midwest,Charles Bidwell,Emerson Electric
2634,Midwest,Charles Bidwell,Emerson Electric
2635,Midwest,Charles Bidwell,Emerson Electric
2669,Midwest,Charles Bidwell,Emerson Electric
2637,Midwest,Charles Bidwell,Emerson Electric
2638,Midwest,Charles Bidwell,Emerson Electric
2639,Midwest,Charles Bidwell,Emerson Electric
2640,Midwest,Charles Bidwell,Emerson Electric
2641,Midwest,Charles Bidwell,Emerson Electric
2642,Midwest,Charles Bidwell,Emerson Electric
2643,Midwest,Charles Bidwell,Emerson Electric
2644,Midwest,Charles Bidwell,Emerson Electric
2645,Midwest,Charles Bidwell,Emerson Electric
2646,Midwest,Charles Bidwell,Emerson Electric
2647,Midwest,Charles Bidwell,Emerson Electric
2648,Midwest,Charles Bidwell,Emerson Electric
2671,Midwest,Charles Bidwell,Emerson Electric
2667,Midwest,Charles Bidwell,Emerson Electric
2668,Midwest,Charles Bidwell,Emerson Electric
190,Northeast,Eugena Esser,Energy Transfer Equity
185,Northeast,Eugena Esser,Energy Transfer Equity
189,Northeast,Eugena Esser,Energy Transfer Equity
188,Northeast,Eugena Esser,Energy Transfer Equity
187,Northeast,Eugena Esser,Energy Transfer Equity
186,Northeast,Eugena Esser,Energy Transfer Equity
3747,Southeast,Moon Torian,Entergy
3746,Southeast,Moon Torian,Entergy
3744,Southeast,Moon Torian,Entergy
3743,Southeast,Moon Torian,Entergy
3742,Southeast,Moon Torian,Entergy
3741,Southeast,Moon Torian,Entergy
3740,Southeast,Moon Torian,Entergy
3739,Southeast,Moon Torian,Entergy
3738,Southeast,Moon Torian,Entergy
3737,Southeast,Moon Torian,Entergy
3736,Southeast,Moon Torian,Entergy
3735,Southeast,Moon Torian,Entergy
3734,Southeast,Moon Torian,Entergy
3733,Southeast,Moon Torian,Entergy
3732,Southeast,Moon Torian,Entergy
3731,Southeast,Moon Torian,Entergy
3730,Southeast,Moon Torian,Entergy
3729,Southeast,Moon Torian,Entergy
3728,Southeast,Moon Torian,Entergy
3727,Southeast,Moon Torian,Entergy
3726,Southeast,Moon Torian,Entergy
3725,Southeast,Moon Torian,Entergy
3724,Southeast,Moon Torian,Entergy
3723,Southeast,Moon Torian,Entergy
3748,Southeast,Moon Torian,Entergy
3749,Southeast,Moon Torian,Entergy
3745,Southeast,Moon Torian,Entergy
3751,Southeast,Moon Torian,Entergy
3766,Southeast,Moon Torian,Entergy
3767,Southeast,Moon Torian,Entergy
3768,Southeast,Moon Torian,Entergy
3769,Southeast,Moon Torian,Entergy
3750,Southeast,Moon Torian,Entergy
3771,Southeast,Moon Torian,Entergy
3765,Southeast,Moon Torian,Entergy
3772,Southeast,Moon Torian,Entergy
3774,Southeast,Moon Torian,Entergy
3775,Southeast,Moon Torian,Entergy
3776,Southeast,Moon Torian,Entergy
3777,Southeast,Moon Torian,Entergy
3778,Southeast,Moon Torian,Entergy
3779,Southeast,Moon Torian,Entergy
3773,Southeast,Moon Torian,Entergy
3764,Southeast,Moon Torian,Entergy
3770,Southeast,Moon Torian,Entergy
3762,Southeast,Moon Torian,Entergy
3763,Southeast,Moon Torian,Entergy
3753,Southeast,Moon Torian,Entergy
3754,Southeast,Moon Torian,Entergy
3755,Southeast,Moon Torian,Entergy
3756,Southeast,Moon Torian,Entergy
3752,Southeast,Moon Torian,Entergy
3758,Southeast,Moon Torian,Entergy
3757,Southeast,Moon Torian,Entergy
3759,Southeast,Moon Torian,Entergy
3760,Southeast,Moon Torian,Entergy
3761,Southeast,Moon Torian,Entergy
2354,Northeast,Debroah Wardle,Enterprise Products Partners
2353,Northeast,Debroah Wardle,Enterprise Products Partners
2352,Northeast,Debroah Wardle,Enterprise Products Partners
2355,Northeast,Debroah Wardle,Enterprise Products Partners
2350,Northeast,Debroah Wardle,Enterprise Products Partners
2351,Northeast,Debroah Wardle,Enterprise Products Partners
2349,Northeast,Debroah Wardle,Enterprise Products Partners
5296,West,Soraya Fulton,Estee Lauder
5288,West,Soraya Fulton,Estee Lauder
5289,West,Soraya Fulton,Estee Lauder
5290,West,Soraya Fulton,Estee Lauder
5291,West,Soraya Fulton,Estee Lauder
5292,West,Soraya Fulton,Estee Lauder
5293,West,Soraya Fulton,Estee Lauder
5294,West,Soraya Fulton,Estee Lauder
5295,West,Soraya Fulton,Estee Lauder
5297,West,Soraya Fulton,Estee Lauder
6774,West,Micha Woodford,Eversource Energy
6775,West,Micha Woodford,Eversource Energy
6776,West,Micha Woodford,Eversource Energy
6770,West,Micha Woodford,Eversource Energy
6773,West,Micha Woodford,Eversource Energy
6777,West,Micha Woodford,Eversource Energy
6778,West,Micha Woodford,Eversource Energy
6772,West,Micha Woodford,Eversource Energy
6771,West,Micha Woodford,Eversource Energy
6769,West,Micha Woodford,Eversource Energy
653,Northeast,Elba Felder,Exelon
664,Northeast,Elba Felder,Exelon
644,Northeast,Elba Felder,Exelon
645,Northeast,Elba Felder,Exelon
646,Northeast,Elba Felder,Exelon
647,Northeast,Elba Felder,Exelon
